name,description
/dtdd/iphone-15-pro,bên cạnh việc trang bị tấm nền cao cấp thì điện thoại còn có thêm nhiều công nghệ phụ như   hdr display  true tone và dải màu rộng p3  cho phép nội dung được tái hiện một cách chân thực với màu sắc cho ra có độ chuẩn xác cao hơn  từ đó phục vụ cho việc chỉnh sửa nội dung đa phương tiện trở nên thuận tiện và dễ dàng hơn bao giờ hết 
/dtdd/iphone-15-pro,với độ phân giải super retina xdr   1179 x 2556 pixels    chiếc iphone 15 series này cho phép bạn trải nghiệm hình ảnh với độ chi tiết cao cấp  mọi pixel trên màn hình đều được điều chỉnh tối ưu để mang đến hình ảnh sắc nét  màu sắc chính xác và độ tương phản đỉnh cao 
/dtdd/iphone-15-pro,kích thước lý tưởng của màn hình 6.1 inch cho phép bạn cầm nắm thiết bị một cách thoải mái và tiện lợi  đồng thời vẫn đảm bảo trải nghiệm xem video và chơi game đỉnh cao 
/dtdd/iphone-15-pro,viền màn hình của iphone 15 pro được thiết kế mỏng hơn so với iphone 14 pro  mang lại trải nghiệm xem thoải mái và đắm chìm  viền màn hình mỏng cũng góp phần tạo nên tổng thể thiết kế thanh thoát và tinh tế của máy  giúp iphone 15 pro trở thành một trong những chiếc điện thoại đẹp nhất trên thị trường hiện nay 
/dtdd/iphone-15-pro,với độ sáng lên tới 2000 nits  màn hình iphone 15 pro cho phép bạn xem nội dung ngay cả trong điều kiện ánh sáng mạnh mẽ  ngoài ra  iphone 15 pro vẫn sẽ tiếp tục hỗ trợ tính năng always on display nhằm giúp cho người dùng có thể xem thông tin nhanh hoặc cũng có thể làm cho điện thoại trở nên đẹp mắt và thú vị hơn khi đặt   để trên bàn làm việc 
/dtdd/iphone-15-pro,một trong những tính năng nổi bật của iphone 15 pro là dynamic island  một phần khuyết hình viên thuốc ở phía trên màn hình  dynamic island không chỉ chứa camera trước truedepth và các cảm biến  mà còn là một tính năng tương tác giúp người dùng dễ dàng nhận thông tin và thao tác với thiết bị 
/dtdd/iphone-15-pro,dynamic island không chỉ là một phần khuyết chứa camera trước  nó còn là một tính năng tương tác giúp bạn dễ dàng thao tác với thiết bị  bạn có thể sử dụng dynamic island để điều khiển nhạc  trả lời cuộc gọi hoặc thực hiện các thao tác khác như xem chỉ dẫn đường  bộ đếm thời gian hay ghi âm    
/dtdd/iphone-15-pro,ngoài ra apple còn mang đến tính năng mới đáng chú ý khác mang tên bong bóng nhân đôi  tính năng này cho phép người dùng mở hai ứng dụng cùng lúc trên màn hình  mỗi ứng dụng sẽ hiển thị dưới dạng một bong bóng ngay trên phần hình notch 
/dtdd/iphone-15-pro,ví dụ  bạn có thể trò chuyện với bạn bè trong khi đồng thời xem chỉ dẫn từ bản đồ hoặc bạn có thể theo dõi điểm số của đội trong khi giải trí từ một nội dung khác  để mở rộng một trong những hoạt động này  bạn chỉ cần chạm vào nó là ứng dụng sẽ được mở ngay tức thì 
/dtdd/iphone-15-pro,động cơ đằng sau sự hoạt động của iphone 15 pro là vi xử lý apple a17 pro  một trong những vi xử lý mạnh mẽ và tiên tiến nhất trên thị trường tính tại thời điểm ra mắt điện thoại  với hiệu năng tối ưu và hiệu suất đỉnh cao  nó biến chiếc điện thoại này thành một công cụ linh hoạt và mạnh mẽ  đáp ứng mọi yêu cầu của bạn 
/dtdd/iphone-15-pro,theo như hãng có đề cập thì a17 pro cho hiệu năng mạnh mẽ hơn 10   về phần cpu  20   cho gpu và tăng gấp 2 lần đối với công cụ thần kinh   neural engine   giúp thực hiện gần 35 nghìn tỷ phép tính mỗi giây với 16 lõi   so với a16    đây quả thực là những con số cực kỳ ấn tượng trên thị trường chipset hiện nay  vì thế điện thoại hoàn toàn có thể tự tin cân tất mọi tựa game hiện nay 
/dtdd/iphone-15-pro,iphone 15 pro đảm bảo bạn có đủ khả năng để chạy mượt mà các ứng dụng và tác vụ đa nhiệm mà không gặp trở ngại  khả năng quản lý dữ liệu và chuyển đổi giữa các ứng dụng một cách nhanh chóng là điều mà iphone 15 pro thực hiện một cách dễ dàng 
/dtdd/iphone-15-pro,iphone 15 pro chạy trên hệ điều hành ios 17  phiên bản cập nhật mới nhất của apple  ios 17 mang đến cho bạn một giao diện người dùng thân thiện  đa dạng với các tính năng tối ưu hóa và tiện ích mở rộng  nó cung cấp trải nghiệm người dùng mượt mà  bảo mật tối đa và khả năng tương tác đa phương tiện đỉnh cao 
/dtdd/iphone-15-pro,chiếc iphone 15 pro trang bị viên pin có thể cung cấp thời lượng xem video lên đến 23 giờ  một con số ấn tượng đảm bảo bạn có đủ năng lượng để sử dụng thiết bị trong một khoảng thời gian dài  dung lượng lớn này cho phép bạn xem video  chơi game và sử dụng ứng dụng mà không cần lo lắng về việc sạc pin thường xuyên 
/dtdd/iphone-15-pro,nổi bật hơn hết  apple cho biết iphone 15 pro có thời lượng phát video tăng thêm 6 giờ so với iphone 12 pro  đây quả là một sự chênh lệch đáng kể  giúp người dùng có thể yên tâm sử dụng thiết bị cả ngày dài mà không cần lo lắng về việc hết pin 
/dtdd/iphone-15-pro,khả năng sạc nhanh là một trong những tính năng quan trọng để giúp bạn tiết kiệm thời gian  iphone 15 pro hỗ trợ sạc 20 w  cho phép bạn nạp lại pin nhanh chóng  bất kể bạn đang bận rộn trong cuộc họp  trên đường đi hay tại nhà  bạn có thể sạc pin một cách hiệu quả và nhanh chóng để sẵn sàng cho những nhiệm vụ tiếp theo 
/dtdd/iphone-15-pro,theo trang hãng  iphone 15 pro có khả năng sạc lên đến 50   chỉ trong vòng 30 phút 
/dtdd/iphone-15-pro,iphone 15 pro  sản phẩm mới nhất từ apple đã chính thức xuất hiện với hệ điều hành di động ios 17  phiên bản ios mới này mang đến những cải tiến đáng kể về hiệu năng  bảo mật và trải nghiệm người dùng 
/dtdd/iphone-15-pro,một trong những tính năng nổi bật của ios 17 là áp phích liên hệ  đây là một cách tuyệt vời để tạo ảnh đại diện tùy chỉnh cho danh bạ của bạn  thay vì những ảnh đại diện tĩnh thường thấy  bạn có thể tạo áp phích liên hệ với hình ảnh  văn bản và thậm chí là các yếu tố đồ họa độc đáo khác nhau  điều này mang lại sự đa dạng và sáng tạo cho danh bạ của bạn 
/dtdd/iphone-15-pro,không chỉ giúp bạn thể hiện cá tính riêng của mình  áp phích liên hệ còn giúp bạn dễ dàng nhận biết các liên hệ quan trọng hơn trong danh bạ của mình  bạn có thể thêm những thông tin nhận dạng dựa trên sở thích hoặc mối quan hệ của bạn với họ  điều này giúp tạo ra danh bạ cá nhân hóa hơn  giúp bạn tìm kiếm và kết nối dễ dàng hơn bao giờ hết 
/dtdd/iphone-15-pro,một tính năng tiện ích khác của ios 17 là namedrop  với namedrop  bạn có thể chia sẻ thông tin liên hệ một cách nhanh chóng giữa các thiết bị apple chỉ bằng cách chạm hai thiết bị vào nhau  tính năng này sử dụng công nghệ airdrop tiên tiến để truyền thông tin liên hệ qua bluetooth và wi fi 
/dtdd/iphone-15-pro,dễ dàng chia sẻ số điện thoại  địa chỉ email hoặc các thông tin khác với bạn bè hoặc đồng nghiệp không còn là vấn đề  namedrop làm cho việc chuyển dữ liệu giữa các thiết bị trở nên dễ dàng và tiện lợi hơn bao giờ hết 
/dtdd/iphone-15-pro,một trong những điểm nổi bật của iphone 15 pro là tính năng hỗ trợ bên đường qua vệ tinh  đây là một ứng dụng quan trọng cho sự an toàn và tiện ích của người dùng  với tính năng này  bạn có khả năng gửi yêu cầu hỗ trợ bên đường đến nhà cung cấp dịch vụ hỗ trợ bên đường một cách nhanh chóng và hiệu quả khi gặp sự cố trên đường 
/dtdd/iphone-15-pro,điều đặc biệt là yêu cầu hỗ trợ sẽ được gửi qua vệ tinh  ngay cả khi iphone của bạn không có kết nối mạng di động hoặc wi fi  điều này đảm bảo rằng bạn luôn có sự hỗ trợ cần thiết  bất kể nơi bạn đang đặt chân 
/dtdd/iphone-15-pro,an toàn luôn là ưu tiên hàng đầu khi bạn lái xe và iphone 15 pro mang lại cho bạn sự an tâm với tính năng phát hiện va chạm  tính năng này sử dụng các cảm biến trên iphone để phát hiện các vụ va chạm ô tô nghiêm trọng  khi iphone cảm nhận được va chạm  nó sẽ tự động kích hoạt một chuỗi biện pháp an toàn 
/dtdd/iphone-15-pro,đầu tiên  chiếc điện thoại sẽ tự động gửi cuộc gọi đến dịch vụ khẩn cấp hoặc các số liên hệ khẩn cấp mà bạn đã đặt trước  điều này giúp đảm bảo rằng bạn sẽ nhận được sự giúp đỡ ngay khi cần  ngay cả khi bạn không thể thực hiện cuộc gọi bằng tay 
/dtdd/iphone-15-pro,ngoài ra  tính năng này cũng có khả năng ghi lại thông tin về vụ va chạm  bao gồm vị trí  thời điểm và các chi tiết quan trọng khác  điều này có thể hữu ích cho việc điều tra và xác định nguyên nhân của sự cố sau này 
/dtdd/iphone-15-pro,apple watch không chỉ là một chiếc đồng hồ thông thường  mà còn là trợ thủ đắc lực của chiếc iphone của bạn  với khả năng trả lời cuộc gọi  kiểm tra tin nhắn và điều khiển các ứng dụng trên iphone  apple watch giúp bạn tiết kiệm thời gian và tạo sự tiện lợi trong cuộc sống hàng ngày 
/dtdd/iphone-15-pro,hơn nữa  nó còn theo dõi sức khỏe và thể dục của bạn  cung cấp thông tin quan trọng về thời tiết và giao thông  giúp bạn điều hướng một cách thông minh hơn 
/dtdd/iphone-15-pro,tính năng handoff giữa iphone và mac là một ví dụ hoàn hảo về cách apple làm cho việc chuyển đổi giữa các thiết bị trở nên dễ dàng hơn bao giờ hết  bạn có thể bắt đầu một công việc trên iphone  sau đó hoàn thành nó trên mac mà không gặp bất kỳ sự gián đoạn nào  việc này thật sự hữu ích khi bạn cần di chuyển giữa các thiết bị để làm việc hoặc giải trí 
/dtdd/iphone-15-pro,hơn nữa  apple đã tích hợp tính năng icloud một cách hoàn hảo vào hệ thống  điều này cho phép bạn đồng bộ hóa dữ liệu giữa iphone và mac một cách dễ dàng  bạn có thể truy cập tài liệu  ảnh và ứng dụng của mình trên cả hai thiết bị mà không cần mất nhiều công sức để đồng bộ hóa chúng thủ công 
/dtdd/iphone-15-pro,airpods  dòng tai nghe không dây của apple  đã thay đổi cách chúng ta trải nghiệm âm nhạc và trò chuyện  chúng hoạt động hoàn hảo với iphone và các thiết bị apple khác  với airpods  bạn có thể dễ dàng nghe nhạc  podcast và trả lời cuộc gọi mà không cần lo lắng về dây cáp rườm rà  hơn nữa  bạn có thể sử dụng airpods để điều khiển siri  giúp bạn tương tác với điện thoại của mình một cách tự nhiên hơn 
/dtdd/iphone-15-pro,iphone 15 pro là một chiếc điện thoại thông minh có nhiều ưu điểm như thiết kế đẹp  hiệu năng mạnh mẽ  camera tuyệt vời và giá cả hợp lý  nếu bạn đang tìm kiếm một chiếc điện thoại có thể đáp ứng tốt mọi nhu cầu sử dụng  thì iphone 15 pro là một lựa chọn đáng cân nhắc 
/dtdd/iphone-15-pro,iphone 15 pro hiện đang được ra mắt với 4 màu sắc   titan tự nhiên   natural titanium    titan trắng   white titanium    titan đen   black titanium    titan xanh   blue titanium    các màu sắc này được thiết kế với tone màu huyền bí  lịch lãm giúp toát lên vẻ đẹp sang trọng và đẳng cấp 
/dtdd/iphone-15-pro,camera của iphone 15 pro có độ phân giải lên đến 48 mp  khẩu độ lớn và nhiều tính năng chụp ảnh tiên tiến  điều này giúp iphone 15 pro có thể chụp ảnh sắc nét  sống động và chuyên nghiệp 
/dtdd/iphone-15-pro,iphone 15 pro sử dụng con chip apple a17 pro  đây là con chip mạnh nhất hiện nay của apple  a17 pro mang đến hiệu năng xử lý vượt trội giúp iphone 15 pro có thể chạy mượt mà mọi ứng dụng và game 
/dtdd/iphone-15-pro,iphone 15 pro thực sự là một lựa chọn hết sức lý tưởng dành cho bất kỳ ai có đủ điều kiện kinh tế  vừa có kiểu dáng đẹp và vừa có cấu hình khủng bên trong  vì thế iphone 15 pro hoàn toàn có thể mang đến cho bạn những trải nghiệm mượt mà và ổn định trong khoảng thời gian cực kỳ dài lâu 
/dtdd/iphone-15-plus,đặc điểm nổi bật của iphone 15 plus màn hình dynamic island thay thế tai thỏ đầy tiện lợi 5 phiên bản màu đặc sắc với thiết kế mặt kính pha màu đầu tiên trên thị trường sử dụng chip a16 bionic cho hiệu năng vượt trội hệ thống camera 48mp  telephoto 2 x giúp chụp ảnh chân thực  sắc nét màn hình oled super retina xdr cho chất lượng đồ họa lý tưởng ứng dụng hệ điều hành ios 17 mới nhất
/dtdd/iphone-15-plus,năm nay  apple vẫn sẽ tiếp tục sử dụng kiểu thiết kế vuông vắn dành cho thế hệ iphone trong năm 2023  giúp tạo cảm giác cứng cáp và độc đáo  màn hình của chiếc điện thoại này cũng được thiết kế phẳng  mang đến một cái nhìn thú vị và hiện đại hơn bao giờ hết  thiết kế này không chỉ mang đến vẻ đẹp độc đáo  mà còn tối ưu hóa trải nghiệm người dùng khi cầm nắm sản phẩm 
/dtdd/iphone-15-plus,iphone 15 plus tiếp tục thể hiện sự cố gắng của apple trong việc sáng tạo và sử dụng chất liệu cao cấp  chiếc điện thoại iphone này có khung nhôm chắc chắn  tạo sự độc đáo và đẳng cấp 
/dtdd/iphone-15-plus,kính pha màu là một cải tiến đáng chú ý trong thiết kế của iphone 15 plus  chất liệu này được sử dụng để chế tạo phần mặt lưng và nhờ vào điều này mà chiếc điện thoại đã trở nên sang trọng  tinh tế và bắt mắt hơn 
/dtdd/iphone-15-plus,ngoài ra  kính pha màu còn được gia cố độ bền bằng quy trình trao đổi ion kép  quy trình này sử dụng điện áp cao để thay đổi cấu trúc phân tử của kính  khiến nó trở nên cứng hơn và chống trầy xước tốt hơn 
/dtdd/iphone-15-plus,iphone 15 plus được sử dụng hình notch dạng viên thuốc ở phía trên màn hình thay vì tai thỏ như những thế hệ trước  mang đến trải nghiệm mới giúp người dùng sử dụng điện thoại một cách thú vị  ngoài ra  hình notch này còn được hỗ trợ tính năng dynamic island  nó giúp người dùng tương tác với ứng dụng một cách thú vị hơn  tiện ích hơn 
/dtdd/iphone-15-plus,viền màn hình của iphone 15 plus được thiết kế mỏng  tạo cảm giác hấp dẫn và tối ưu hóa trải nghiệm xem video và chơi game  màn hình lớn và viền mỏng cùng nhau tạo nên một tỷ lệ màn hình lớn so với thân máy đầy ấn tượng 
/dtdd/iphone-15-plus,tại sự kiện ra mắt iphone 15 series vào tháng 9 năm 2023  apple đã gây bất ngờ khi trang bị cổng usb c cho iphone 15 plus  lần đầu tiên trong lịch sử điện thoại của hãng  điều này được cho là một bước ngoặt quan trọng  giúp hệ sinh thái apple trở nên thống nhất và tiện dụng hơn 
/dtdd/iphone-15-plus,với cổng usb c  iphone 15 plus có thể sử dụng cùng một loại cáp sạc với các thiết bị khác của apple  bao gồm mac  ipad  airpods  điều này giúp người dùng tiết kiệm chi phí và tránh được rắc rối khi phải mang theo nhiều loại cáp sạc khác nhau 
/dtdd/iphone-15-plus,ngoài ra  cổng usb c cũng hỗ trợ sạc siêu nhanh  theo apple  iphone 15 plus có thể sạc lên đến 50   trong khoảng 30 phút  điều này sẽ giúp người dùng nhanh chóng nạp đầy pin cho thiết bị của mình khi cần thiết 
/dtdd/iphone-15-plus,iphone 15 plus trang bị một cặp camera sau với camera chính có độ phân giải tới 48 mp và phụ 12 mp tuy không theo đuổi cuộc đua số lượng camera  thay vào đó apple tập trung vào việc tối ưu hóa chất lượng ảnh  nâng cao khả năng chụp ảnh sắc nét và chất lượng màu sắc 
/dtdd/iphone-15-plus,iphone 15 cũng được trang bị camera telephoto 2 x 12 mp  hỗ trợ chụp ảnh cận cảnh hoặc zoom quang học 2 x  ngoài ra  camera của máy cũng có khẩu độ lớn f   1.6 giúp chụp ảnh thiếu sáng tốt hơn  từ đó nâng cao chất lượng ảnh trong nhiều điều kiện khác nhau 
/dtdd/iphone-15-plus,không chỉ xuất sắc trong nhiếp ảnh  iphone 15 plus còn là một cỗ máy quay phim ấn tượng  với khả năng quay video 4k ở tốc độ khung hình 60 fps  bạn có thể tạo ra các video chất lượng chuyên nghiệp với độ mượt và sắc nét đáng kinh ngạc 
/dtdd/iphone-15-plus,để đảm bảo rằng bạn luôn có các bức ảnh và video mượt mà  iphone 15 plus trang bị tính năng chống rung cải tiến hay còn được gọi là action mode  bạn có thể quay video hoặc chụp ảnh trong điều kiện ánh sáng yếu mà không cần lo lắng về việc mất cơ hội bắt gọn khoảnh khắc 
/dtdd/iphone-15-plus,camera trước của iphone 15 plus không hề thua kém  với độ phân giải 12 mp  cho phép bạn chụp ảnh tự sướng chất lượng cao  hơn nữa  khả năng quay video 4k đã mở ra một kỷ nguyên mới cho việc ghi lại những khoảnh khắc đặc biệt trong cuộc sống của bạn 
/dtdd/iphone-15-plus,camera trước của iphone 15 cũng được nâng cấp với khả năng lấy nét tự động  tính năng này giúp chụp ảnh selfie sắc nét hơn  ngay cả trong điều kiện ánh sáng yếu 
/dtdd/iphone-15-plus,iphone 15 plus là một trong những chiếc điện thoại thông minh có camera tốt nhất trên thị trường hiện nay  với hệ thống camera sau 48mp  iphone 15 plus có khả năng chụp ảnh chân dung với chất lượng tuyệt đẹp 
/dtdd/iphone-15-plus,một trong những tính năng mới nổi bật nhất của iphone 15 plus là khả năng chuyển tiêu điểm giữa các đối tượng  tính năng này cho phép bạn chụp ảnh chân dung với nhiều đối tượng trong khung hình  sau đó bạn có thể dễ dàng điều chỉnh tiêu điểm để làm nổi bật đối tượng chính của mình 
/dtdd/iphone-15-plus,trước đây  nếu bạn muốn chuyển tiêu điểm giữa các đối tượng trong chế độ chụp chân dung  bạn sẽ phải chụp lại ảnh  nhưng với iphone 15 plus  bạn có thể dễ dàng thực hiện việc này ngay cả sau khi chụp 
/dtdd/iphone-15-plus,iphone 15 plus cũng được trang bị công nghệ ảnh photonic  giúp cải thiện chất lượng ảnh chân dung trong điều kiện ánh sáng yếu  công nghệ này sử dụng một loạt các cảm biến và thuật toán để tạo ra những bức ảnh chân dung rõ nét và chân thực ngay cả trong điều kiện thiếu sáng 
/dtdd/iphone-15-plus,iphone 15 plus cũng hỗ trợ zoom khi chụp chân dung  điều này giúp bạn có thể chụp ảnh chân dung từ xa mà vẫn đảm bảo chất lượng ảnh 
/dtdd/iphone-15-plus,với những nâng cấp mới trong năm nay  tính năng chụp ảnh chân dung trên iphone 15 plus đã trở nên hoàn hảo và linh hoạt hơn bao giờ hết  đây là một tính năng tuyệt vời cho những người yêu thích chụp ảnh chân dung 
/dtdd/iphone-15-plus,với tấm nền oled  màn hình iphone 15 plus không chỉ mang đến màu sắc chân thực và độ tương phản vượt trội mà còn tiết kiệm năng lượng  các màu đen sâu và màu sắc sống động sẽ khiến bạn trải nghiệm hình ảnh sắc nét và chân thực hơn bao giờ hết 
/dtdd/iphone-15-plus,với độ phân giải super retina xdr   1290 x 2796 pixels    màn hình iphone 15 plus đem đến sự sắc nét đáng kinh ngạc  mọi chi tiết trên màn hình được hiển thị một cách rõ ràng  từ hình ảnh đến văn bản  xem phim  chơi game hoặc thậm chí là chỉ đơn giản lướt web thì mọi thứ đều được hiển thị một cách chất lượng 
/dtdd/iphone-15-plus,màn hình iphone 15 plus với kích thước 6.7 inch mang lại sự thoải mái cho việc sử dụng hằng ngày  nó tạo ra một không gian rộng rãi để bạn tận hưởng nội dung đa phương tiện và công việc 
/dtdd/iphone-15-plus,để bảo vệ màn hình  iphone 15 plus được trang bị mặt kính cường lực đỉnh cao  khả năng chống trầy xước và va đập của màn hình đã được nâng cấp đáng kể  giúp bạn yên tâm sử dụng mà không cần lo lắng về vết trầy xước hay hỏng hóc  với độ sáng lên tới 2000 nits  màn hình iphone 15 plus sẽ tự tin hiển thị nội dung một cách rõ ràng ngay cả trong điều kiện ánh sáng mạnh 
/dtdd/iphone-15-plus,một trong những tính năng nổi bật của iphone 15 plus là dynamic island  thay thế cho notch tai thỏ đã được sử dụng trong nhiều năm qua  dynamic island sử dụng một phần nhỏ diện tích màn hình để hiển thị thông báo và các tính năng khác  điều này giúp tăng diện tích hiển thị nội dung chính  mang lại trải nghiệm sử dụng thoải mái hơn cho người dùng 
/dtdd/iphone-15-plus,dynamic island cho phép người dùng tương tác với các tính năng ngay trên màn hình chính mà không cần mở khóa điện thoại  điều này giúp tiết kiệm thời gian và nâng cao hiệu quả sử dụng  ví dụ  người dùng có thể trả lời tin nhắn  điều khiển nhạc hoặc xem thời tiết ngay trên dynamic island mà không cần mở ứng dụng tương ứng 
